,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction,customer_age
187,Male,Disloyal customer,40,Business travel,Business,223,2,2,2,4,2,2,2,2,4,4,4,3,5,2,0,0,Neutral or dissatisfied,Young Adults
188,Female,Loyal customer,30,Business travel,Eco Plus,326,0,0,0,5,2,0,2,2,4,1,3,4,5,2,0,0,Satisfied,Young Adults
189,Female,Loyal customer,67,Personal Travel,Eco,599,3,1,3,2,1,1,2,3,3,3,3,2,3,1,0,0,Neutral or dissatisfied,Senior
190,Male,Loyal customer,51,Business travel,Business,2075,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,0,Satisfied,Middle Adults
191,Female,Loyal customer,47,Business travel,Business,964,5,5,4,5,5,4,5,5,5,5,5,4,5,3,1,3,Satisfied,Middle Adults
192,Female,Loyal customer,38,Business travel,Eco,599,1,4,4,4,1,1,1,1,2,3,3,3,3,1,8,0,Neutral or dissatisfied,Young Adults
193,Male,Loyal customer,54,Business travel,Business,3138,1,1,1,1,5,5,4,4,4,4,4,3,4,4,0,0,Satisfied,Middle Adults
194,Female,Loyal customer,57,Personal Travel,Eco,251,1,5,0,5,3,2,3,1,1,0,3,5,1,3,0,4,Neutral or dissatisfied,Middle Adults
195,Male,Loyal customer,13,Personal Travel,Eco,1119,1,5,1,3,2,1,2,2,3,4,4,5,5,2,0,0,Neutral or dissatisfied,Youth
196,Female,Disloyal customer,20,Business travel,Eco,337,4,0,4,3,4,4,4,4,3,5,4,4,5,4,0,0,Satisfied,Youth
197,Female,Loyal customer,45,Business travel,Business,759,2,2,2,2,2,2,1,2,2,2,2,3,2,4,23,94,Neutral or dissatisfied,Middle Adults
198,Female,Loyal customer,51,Business travel,Business,2344,2,2,2,2,3,4,5,3,3,3,3,3,3,3,0,0,Satisfied,Middle Adults
199,Male,Disloyal customer,25,Business travel,Business,296,0,0,0,3,2,0,2,2,4,4,4,5,5,2,0,0,Satisfied,Youth
200,Female,Loyal customer,39,Personal Travel,Eco,1005,1,4,2,3,2,1,5,5,2,4,5,5,4,5,168,163,Neutral or dissatisfied,Young Adults
201,Female,Loyal customer,46,Business travel,Business,580,3,3,3,3,3,5,4,4,4,4,4,3,4,5,18,16,Satisfied,Middle Adults
202,Male,Loyal customer,53,Business travel,Eco,359,1,3,3,3,1,1,1,1,1,2,3,4,4,1,0,0,Neutral or dissatisfied,Middle Adults
203,Female,Loyal customer,61,Personal Travel,Eco,1217,0,4,0,1,5,5,5,4,4,0,4,4,4,4,0,0,Satisfied,Senior
204,Female,Loyal customer,61,Business travel,Eco Plus,384,4,5,5,5,3,3,2,4,4,4,4,3,4,5,96,102,Satisfied,Senior
205,Male,Loyal customer,16,Personal Travel,Eco,2586,3,5,3,4,4,3,4,4,5,2,4,5,4,4,45,42,Neutral or dissatisfied,Youth
206,Female,Loyal customer,44,Business travel,Business,2903,2,1,1,1,2,3,3,2,2,2,2,3,2,1,0,1,Neutral or dissatisfied,Middle Adults
207,Female,Loyal customer,17,Business travel,Business,3170,5,5,5,5,5,5,5,5,1,3,3,1,5,5,16,0,Satisfied,Youth
208,Female,Loyal customer,50,Business travel,Eco,1276,2,2,2,2,4,2,3,2,2,2,2,1,2,1,35,49,Neutral or dissatisfied,Middle Adults
209,Female,Disloyal customer,40,Business travel,Business,825,4,4,4,3,5,4,5,5,5,3,4,3,5,5,0,4,Satisfied,Young Adults
210,Male,Loyal customer,47,Business travel,Business,2204,5,5,5,5,4,4,4,2,2,2,2,4,2,3,6,0,Satisfied,Middle Adults
211,Female,Loyal customer,80,Business travel,Business,3464,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0,Satisfied,Senior
212,Female,Loyal customer,38,Personal Travel,Eco,562,5,3,5,3,4,5,4,4,1,1,3,4,3,4,0,0,Satisfied,Young Adults
213,Male,Loyal customer,31,Personal Travel,Eco,404,5,1,5,3,3,5,3,3,4,2,4,4,4,3,0,0,Satisfied,Young Adults
214,Male,Loyal customer,59,Business travel,Business,1199,4,2,2,2,5,4,4,4,4,4,4,3,4,1,0,15,Neutral or dissatisfied,Middle Adults
215,Female,Loyal customer,22,Business travel,Business,1968,4,4,4,4,4,4,4,4,1,2,3,4,4,4,0,0,Neutral or dissatisfied,Youth
216,Female,Loyal customer,53,Business travel,Business,2560,5,5,5,5,5,4,5,3,3,3,3,3,3,3,0,3,Satisfied,Middle Adults
217,Female,Loyal customer,56,Business travel,Eco Plus,308,4,2,2,2,5,3,4,4,4,4,4,5,4,2,0,0,Satisfied,Middle Adults
218,Female,Loyal customer,48,Personal Travel,Eco,362,4,4,5,3,2,4,5,3,3,5,3,5,3,4,0,0,Neutral or dissatisfied,Middle Adults
219,Male,Disloyal customer,38,Business travel,Business,1562,3,3,3,5,2,3,2,2,5,2,5,3,4,2,2,25,Neutral or dissatisfied,Young Adults
220,Male,Loyal customer,64,Personal Travel,Eco,129,1,0,1,2,1,1,1,1,3,2,5,4,4,1,13,9,Neutral or dissatisfied,Senior
221,Male,Loyal customer,67,Personal Travel,Eco,591,2,4,2,3,5,2,3,5,4,4,4,3,5,5,0,0,Neutral or dissatisfied,Senior
222,Female,Loyal customer,62,Business travel,Business,3692,2,2,4,2,3,4,2,4,4,4,4,1,4,2,0,0,Satisfied,Senior
223,Male,Loyal customer,57,Business travel,Business,1859,1,1,1,1,2,5,5,4,4,4,4,5,4,5,16,15,Satisfied,Middle Adults
224,Female,Disloyal customer,27,Business travel,Eco,986,2,1,1,3,1,2,1,1,1,5,1,1,3,1,24,32,Neutral or dissatisfied,Young Adults
225,Female,Disloyal customer,25,Business travel,Eco,1024,1,1,1,3,5,1,5,5,1,4,4,1,4,5,13,11,Neutral or dissatisfied,Youth
226,Female,Loyal customer,52,Business travel,Eco,919,3,4,4,4,3,2,2,3,3,3,3,1,3,1,85,72,Neutral or dissatisfied,Middle Adults
227,Female,Loyal customer,45,Business travel,Eco Plus,576,4,2,2,2,3,1,3,4,4,4,4,5,4,2,0,0,Satisfied,Middle Adults
228,Female,Disloyal customer,23,Business travel,Eco,423,3,3,3,3,1,3,1,1,2,2,3,3,3,1,6,13,Neutral or dissatisfied,Youth
229,Male,Loyal customer,55,Business travel,Eco,1416,5,2,2,2,5,5,5,5,4,3,5,2,5,5,1,0,Satisfied,Middle Adults
230,Male,Loyal customer,53,Business travel,Business,1464,3,2,2,2,5,4,4,3,3,3,3,3,3,3,0,0,Neutral or dissatisfied,Middle Adults
231,Female,Loyal customer,9,Personal Travel,Eco,715,4,4,4,3,1,4,1,1,5,4,4,4,4,1,11,4,Satisfied,Youth
232,Male,Loyal customer,33,Business travel,Business,541,2,2,3,2,4,4,4,4,5,2,5,3,4,4,86,85,Satisfied,Young Adults
233,Male,Disloyal customer,64,Business travel,Business,293,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,0,Neutral or dissatisfied,Senior
234,Female,Disloyal customer,8,Business travel,Eco,2092,2,3,3,3,4,2,4,4,4,3,3,3,3,4,26,23,Neutral or dissatisfied,Youth
235,Male,Loyal customer,34,Personal Travel,Eco,1053,4,4,4,1,3,4,3,3,3,2,5,3,5,3,34,15,Neutral or dissatisfied,Young Adults
236,Male,Loyal customer,59,Personal Travel,Eco,2521,1,1,1,3,1,3,5,2,3,3,2,5,2,5,0,2,Neutral or dissatisfied,Middle Adults
237,Female,Loyal customer,13,Business travel,Business,2544,3,1,3,3,3,3,3,3,4,3,4,3,3,3,0,0,Neutral or dissatisfied,Youth
238,Male,Loyal customer,44,Personal Travel,Eco,158,4,4,4,2,2,4,2,2,2,5,1,4,5,2,0,0,Neutral or dissatisfied,Middle Adults
239,Male,Loyal customer,54,Business travel,Business,1741,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0,Satisfied,Middle Adults
240,Male,Loyal customer,36,Business travel,Business,2651,4,4,4,4,3,4,4,5,5,5,5,5,5,3,10,0,Satisfied,Young Adults
241,Female,Loyal customer,11,Personal Travel,Eco,760,3,5,3,1,5,3,5,5,3,5,5,4,4,5,102,88,Neutral or dissatisfied,Youth
242,Female,Loyal customer,32,Personal Travel,Eco,1036,1,5,1,2,5,1,5,5,5,5,5,5,4,5,12,9,Neutral or dissatisfied,Young Adults
243,Male,Loyal customer,42,Business travel,Eco,2586,1,3,3,3,1,1,1,3,5,2,3,1,4,1,0,0,Neutral or dissatisfied,Middle Adults
244,Female,Disloyal customer,27,Business travel,Eco,1081,1,1,1,4,2,1,2,2,1,5,3,3,1,2,4,0,Neutral or dissatisfied,Young Adults
245,Male,Loyal customer,33,Personal Travel,Eco,646,2,4,2,3,3,2,3,3,4,1,3,2,5,3,1,0,Neutral or dissatisfied,Young Adults
246,Female,Loyal customer,28,Business travel,Business,308,1,3,3,3,1,1,1,1,3,3,3,3,3,1,0,0,Neutral or dissatisfied,Young Adults
247,Male,Loyal customer,44,Personal Travel,Eco,227,4,5,0,1,2,0,2,2,3,4,4,5,5,2,0,0,Satisfied,Middle Adults
248,Male,Disloyal customer,49,Business travel,Eco,1754,3,3,3,3,4,3,5,4,1,4,3,4,4,4,33,28,Neutral or dissatisfied,Middle Adults
249,Male,Loyal customer,59,Business travel,Business,2176,2,3,2,2,3,5,2,5,5,5,5,4,5,4,5,0,Satisfied,Middle Adults
250,Male,Disloyal customer,20,Business travel,Business,271,0,0,0,1,1,0,1,1,5,4,4,4,4,1,0,0,Satisfied,Youth
251,Female,Loyal customer,46,Business travel,Business,1522,3,2,3,3,3,5,4,4,4,4,4,3,4,5,0,0,Satisfied,Middle Adults
252,Male,Loyal customer,36,Business travel,Eco,325,5,5,5,5,5,5,5,5,1,5,3,1,3,5,0,0,Satisfied,Young Adults
253,Female,Loyal customer,62,Business travel,Business,3217,2,2,2,2,5,4,4,4,4,4,4,4,4,5,19,16,Satisfied,Senior
254,Male,Loyal customer,59,Business travel,Business,1491,3,3,3,3,2,4,4,3,3,2,3,4,3,3,15,14,Satisfied,Middle Adults
255,Female,Loyal customer,29,Personal Travel,Eco,331,3,4,3,4,3,3,3,3,5,4,2,2,4,3,0,0,Neutral or dissatisfied,Young Adults
256,Female,Disloyal customer,41,Business travel,Business,371,2,2,2,1,1,2,1,1,4,4,2,1,1,1,35,30,Neutral or dissatisfied,Middle Adults
257,Male,Loyal customer,7,Personal Travel,Eco,727,1,5,1,3,4,1,4,4,4,1,1,5,4,4,0,0,Neutral or dissatisfied,Youth
258,Female,Loyal customer,65,Personal Travel,Business,1249,3,5,3,2,4,4,4,3,3,3,3,4,3,5,40,44,Neutral or dissatisfied,Senior
259,Male,Loyal customer,50,Business travel,Business,2614,2,2,2,2,5,4,4,2,4,4,2,4,2,4,0,9,Satisfied,Middle Adults
260,Female,Loyal customer,20,Business travel,Eco,951,2,3,3,3,2,2,4,2,3,5,3,1,4,2,57,41,Neutral or dissatisfied,Youth
261,Female,Loyal customer,58,Business travel,Business,2498,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,0,Satisfied,Middle Adults
262,Female,Loyal customer,45,Personal Travel,Eco Plus,545,2,5,2,2,4,1,1,2,2,2,4,4,2,3,14,20,Neutral or dissatisfied,Middle Adults
263,Male,Loyal customer,46,Personal Travel,Eco Plus,1838,1,5,1,3,5,1,5,5,3,2,5,4,5,5,0,0,Neutral or dissatisfied,Middle Adults
264,Female,Loyal customer,43,Business travel,Business,3724,3,3,3,3,4,4,5,5,5,5,5,4,5,3,19,7,Satisfied,Middle Adults
265,Male,Disloyal customer,26,Business travel,Business,280,2,2,2,2,2,2,2,2,2,3,2,2,3,2,0,6,Neutral or dissatisfied,Young Adults
266,Male,Loyal customer,41,Business travel,Eco Plus,641,5,1,1,1,5,5,5,5,3,4,3,5,5,5,0,0,Satisfied,Middle Adults
267,Female,Loyal customer,50,Personal Travel,Eco,488,3,5,3,1,3,4,5,5,5,3,5,5,5,3,0,0,Neutral or dissatisfied,Middle Adults
268,Male,Loyal customer,38,Personal Travel,Business,1237,3,4,3,1,4,3,4,5,5,3,5,5,5,5,6,0,Neutral or dissatisfied,Young Adults
269,Female,Disloyal customer,38,Business travel,Eco,1062,1,1,1,2,3,1,3,3,4,1,4,5,3,3,0,0,Neutral or dissatisfied,Young Adults
270,Female,Loyal customer,55,Business travel,Business,2699,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,3,Satisfied,Middle Adults
271,Female,Loyal customer,49,Business travel,Business,679,1,1,1,1,2,5,4,4,4,4,4,2,4,1,51,71,Satisfied,Middle Adults
272,Male,Disloyal customer,33,Business travel,Business,423,4,4,4,3,4,4,4,4,3,2,4,5,5,4,0,5,Neutral or dissatisfied,Young Adults
273,Female,Loyal customer,57,Business travel,Business,4817,4,4,4,4,5,5,5,3,3,4,4,5,4,5,0,19,Satisfied,Middle Adults
274,Female,Loyal customer,35,Business travel,Business,3833,3,3,3,3,3,2,3,5,5,5,5,4,5,4,0,3,Satisfied,Young Adults
275,Female,Loyal customer,40,Business travel,Business,2559,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0,Satisfied,Young Adults
276,Female,Disloyal customer,37,Business travel,Eco Plus,373,4,4,4,4,3,4,3,3,4,4,1,1,1,3,0,0,Neutral or dissatisfied,Young Adults
277,Female,Loyal customer,52,Personal Travel,Eco,2279,2,5,2,3,2,4,2,5,3,4,5,2,4,2,17,79,Neutral or dissatisfied,Middle Adults
278,Male,Loyal customer,41,Business travel,Eco,862,2,2,2,2,2,2,2,2,3,5,2,3,3,2,0,0,Satisfied,Middle Adults
279,Female,Loyal customer,14,Personal Travel,Eco,666,3,3,3,2,3,1,1,4,2,1,5,1,4,1,243,251,Neutral or dissatisfied,Youth
280,Female,Loyal customer,32,Business travel,Business,759,2,2,2,2,5,4,5,5,3,5,4,4,4,5,0,0,Satisfied,Young Adults
281,Male,Loyal customer,11,Personal Travel,Eco,2338,2,4,2,3,2,1,1,3,2,4,5,1,4,1,152,151,Neutral or dissatisfied,Youth
282,Male,Loyal customer,12,Personal Travel,Eco,946,1,3,1,5,2,1,2,2,1,3,2,2,3,2,0,0,Neutral or dissatisfied,Youth
283,Male,Loyal customer,41,Business travel,Eco,772,4,3,3,3,4,4,4,4,2,1,4,4,3,4,0,0,Satisfied,Middle Adults
284,Female,Disloyal customer,45,Business travel,Business,1011,3,2,2,5,4,3,4,4,4,3,4,4,5,4,0,0,Neutral or dissatisfied,Middle Adults
285,Male,Disloyal customer,21,Business travel,Eco,257,2,0,2,4,5,2,1,5,1,5,1,4,5,5,0,1,Neutral or dissatisfied,Youth
286,Female,Loyal customer,31,Business travel,Eco,164,2,3,3,3,2,2,2,2,3,3,3,1,3,2,0,0,Neutral or dissatisfied,Young Adults
287,Male,Loyal customer,38,Business travel,Eco,166,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,17,Satisfied,Young Adults
288,Male,Loyal customer,40,Business travel,Business,2280,4,4,4,4,3,5,5,5,5,5,5,4,5,5,19,38,Satisfied,Young Adults
289,Male,Loyal customer,13,Personal Travel,Eco,590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0,Satisfied,Youth
290,Female,Loyal customer,44,Business travel,Business,1597,2,2,2,2,3,4,4,2,2,2,2,5,2,4,0,5,Satisfied,Middle Adults
291,Female,Loyal customer,66,Business travel,Business,2264,3,5,4,5,5,4,4,3,3,3,3,2,3,4,0,0,Neutral or dissatisfied,Senior
292,Female,Loyal customer,30,Business travel,Eco Plus,814,5,5,5,5,5,5,5,5,3,2,1,2,3,5,0,0,Satisfied,Young Adults
293,Male,Loyal customer,44,Personal Travel,Eco,1024,3,1,3,3,4,3,4,4,1,1,4,3,3,4,2,0,Neutral or dissatisfied,Middle Adults
294,Female,Loyal customer,53,Business travel,Business,3276,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0,Satisfied,Middle Adults
295,Female,Loyal customer,37,Business travel,Business,2567,2,2,4,2,4,4,4,5,5,5,5,3,5,5,0,12,Satisfied,Young Adults
296,Female,Loyal customer,39,Personal Travel,Eco,889,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,30,Neutral or dissatisfied,Young Adults
297,Male,Disloyal customer,29,Business travel,Business,1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,0,Neutral or dissatisfied,Young Adults
298,Male,Loyal customer,38,Business travel,Eco,198,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,65,Neutral or dissatisfied,Young Adults
299,Male,Loyal customer,59,Business travel,Business,1598,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,0,Satisfied,Middle Adults
300,Male,Loyal customer,19,Personal Travel,Eco,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65,Neutral or dissatisfied,Youth
301,Female,Loyal customer,39,Business travel,Business,1399,4,4,2,4,4,4,5,5,5,5,5,3,5,5,16,4,Satisfied,Young Adults
302,Male,Loyal customer,22,Personal Travel,Eco,1145,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,10,Neutral or dissatisfied,Youth
303,Male,Loyal customer,50,Personal Travel,Eco Plus,282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10,Satisfied,Middle Adults
304,Male,Loyal customer,22,Business travel,Eco,1076,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,62,Satisfied,Youth
305,Male,Loyal customer,56,Business travel,Business,3927,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,1,Satisfied,Middle Adults
306,Male,Loyal customer,39,Personal Travel,Eco,507,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,0,Neutral or dissatisfied,Young Adults
307,Male,Loyal customer,29,Personal Travel,Eco,325,4,3,4,4,5,4,5,5,2,5,4,3,4,5,0,0,Satisfied,Young Adults
308,Male,Loyal customer,42,Business travel,Business,3404,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,0,Satisfied,Middle Adults
309,Male,Loyal customer,56,Business travel,Business,2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,21,Satisfied,Middle Adults
310,Male,Loyal customer,27,Business travel,Business,192,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,1,Satisfied,Young Adults
311,Female,Disloyal customer,21,Business travel,Eco,972,2,2,2,3,4,2,4,4,5,4,5,3,5,4,0,0,Neutral or dissatisfied,Youth
312,Female,Loyal customer,42,Business travel,Business,362,1,1,1,1,4,5,4,5,5,4,5,4,5,5,0,17,Satisfied,Middle Adults
313,Female,Loyal customer,48,Business travel,Business,1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,68,Satisfied,Middle Adults
314,Male,Loyal customer,53,Business travel,Business,2611,4,5,4,4,4,3,5,4,4,4,4,3,4,4,0,0,Satisfied,Middle Adults
315,Female,Loyal customer,64,Personal Travel,Eco,651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0,Neutral or dissatisfied,Senior
316,Female,Loyal customer,49,Personal Travel,Eco,342,3,4,3,2,4,4,4,4,4,3,4,3,4,5,0,0,Neutral or dissatisfied,Middle Adults
317,Female,Loyal customer,49,Business travel,Business,1625,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,4,Satisfied,Middle Adults
318,Male,Loyal customer,23,Personal Travel,Eco Plus,361,2,4,3,2,3,3,3,3,5,5,4,4,5,3,0,0,Neutral or dissatisfied,Youth
319,Male,Loyal customer,50,Business travel,Business,3511,3,5,3,5,1,1,1,3,3,3,3,4,3,3,0,29,Neutral or dissatisfied,Middle Adults
320,Male,Loyal customer,51,Personal Travel,Eco Plus,927,1,4,1,3,2,1,5,2,3,5,4,4,4,2,0,0,Neutral or dissatisfied,Middle Adults
321,Male,Loyal customer,34,Business travel,Business,3666,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0,Satisfied,Young Adults
322,Female,Loyal customer,49,Business travel,Business,1187,1,1,1,1,3,5,4,3,3,3,3,4,3,3,33,40,Satisfied,Middle Adults
323,Female,Loyal customer,56,Business travel,Eco,106,5,2,2,2,4,1,2,5,5,5,5,4,5,3,11,4,Satisfied,Middle Adults
324,Male,Loyal customer,46,Business travel,Business,235,2,2,2,2,3,5,4,4,4,4,4,3,4,3,24,24,Satisfied,Middle Adults
325,Male,Loyal customer,25,Personal Travel,Eco,965,2,5,2,1,2,2,2,2,4,4,4,4,5,2,0,0,Neutral or dissatisfied,Youth
326,Female,Loyal customer,68,Personal Travel,Eco Plus,936,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0,0,Neutral or dissatisfied,Senior
327,Female,Loyal customer,10,Personal Travel,Eco,1558,2,4,2,2,1,2,1,1,3,2,3,4,4,1,91,93,Neutral or dissatisfied,Youth
328,Female,Loyal customer,44,Business travel,Eco,222,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0,Satisfied,Middle Adults
329,Male,Loyal customer,61,Personal Travel,Business,680,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,0,Neutral or dissatisfied,Senior
330,Female,Loyal customer,18,Personal Travel,Eco Plus,641,3,4,3,1,4,3,1,4,2,1,1,2,4,4,13,1,Neutral or dissatisfied,Youth
331,Female,Loyal customer,58,Business travel,Business,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0,Satisfied,Middle Adults
332,Female,Loyal customer,58,Business travel,Business,3736,2,1,1,1,2,2,2,2,2,3,2,2,2,3,52,41,Neutral or dissatisfied,Middle Adults
333,Male,Loyal customer,64,Personal Travel,Eco,1024,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,5,Neutral or dissatisfied,Senior
334,Male,Loyal customer,66,Personal Travel,Business,685,2,4,2,1,5,4,5,3,3,2,3,5,3,4,0,0,Neutral or dissatisfied,Senior
335,Female,Disloyal customer,21,Business travel,Business,296,4,0,4,4,4,4,5,4,4,3,5,4,4,4,19,12,Satisfied,Youth
336,Male,Loyal customer,39,Business travel,Business,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0,Satisfied,Young Adults
337,Male,Loyal customer,50,Business travel,Business,1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,232,Satisfied,Middle Adults
338,Female,Loyal customer,43,Business travel,Eco Plus,189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11,Neutral or dissatisfied,Middle Adults
339,Male,Loyal customer,41,Business travel,Business,1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0,Satisfied,Middle Adults
340,Male,Loyal customer,46,Business travel,Eco,552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,0,Satisfied,Middle Adults
341,Male,Loyal customer,41,Business travel,Business,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6,Satisfied,Middle Adults
342,Female,Loyal customer,31,Business travel,Eco,646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0,Neutral or dissatisfied,Young Adults
343,Female,Loyal customer,53,Personal Travel,Eco,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13,Neutral or dissatisfied,Middle Adults
344,Female,Loyal customer,39,Business travel,Business,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0,Satisfied,Young Adults
345,Female,Loyal customer,53,Business travel,Business,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156,Satisfied,Middle Adults
346,Male,Loyal customer,25,Business travel,Eco,646,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,4,Satisfied,Youth
347,Female,Disloyal customer,20,Business travel,Eco,317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,14,Neutral or dissatisfied,Youth
348,Male,Disloyal customer,46,Business travel,Eco,1892,3,3,3,3,2,3,2,2,3,4,4,4,3,2,0,0,Neutral or dissatisfied,Middle Adults
349,Male,Loyal customer,10,Personal Travel,Eco,612,3,4,2,3,1,2,1,1,2,5,3,5,3,1,0,0,Neutral or dissatisfied,Youth
350,Female,Loyal customer,47,Business travel,Business,2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0,Satisfied,Middle Adults
351,Male,Loyal customer,32,Personal Travel,Eco,1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,0,Neutral or dissatisfied,Young Adults
352,Female,Loyal customer,14,Personal Travel,Eco,237,2,4,2,4,2,2,2,2,3,5,5,4,5,2,3,12,Neutral or dissatisfied,Youth
353,Female,Loyal customer,16,Business travel,Business,2442,2,2,2,2,4,4,4,4,3,3,3,5,5,4,0,0,Satisfied,Youth
354,Female,Loyal customer,53,Personal Travel,Eco,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0,Neutral or dissatisfied,Middle Adults
355,Male,Loyal customer,55,Business travel,Business,2896,1,1,1,1,3,5,5,5,5,5,5,4,5,3,2,0,Satisfied,Middle Adults
356,Female,Loyal customer,28,Business travel,Business,1537,2,2,2,2,5,5,5,5,5,3,5,4,5,5,0,0,Satisfied,Young Adults
357,Female,Loyal customer,49,Personal Travel,Eco,197,2,3,2,4,4,4,3,3,3,2,2,3,3,1,3,0,Neutral or dissatisfied,Middle Adults
358,Male,Loyal customer,54,Personal Travel,Eco Plus,789,1,4,1,3,1,1,1,1,4,3,5,5,5,1,0,0,Neutral or dissatisfied,Middle Adults
359,Female,Loyal customer,70,Personal Travel,Eco,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0,Neutral or dissatisfied,Senior
360,Female,Disloyal customer,25,Business travel,Eco,782,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,19,Neutral or dissatisfied,Youth
361,Female,Loyal customer,48,Business travel,Business,951,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0,Satisfied,Middle Adults
362,Male,Loyal customer,7,Personal Travel,Eco,563,2,4,2,2,2,2,2,2,5,3,5,5,4,2,0,0,Neutral or dissatisfied,Youth
363,Male,Loyal customer,39,Business travel,Eco,109,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,5,Neutral or dissatisfied,Young Adults
364,Male,Loyal customer,79,Business travel,Eco,414,2,1,1,1,2,2,2,2,1,2,3,1,3,2,1,0,Neutral or dissatisfied,Senior
365,Female,Disloyal customer,28,Business travel,Business,502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0,Neutral or dissatisfied,Young Adults
366,Male,Loyal customer,41,Business travel,Business,990,4,4,4,4,4,4,5,4,4,4,4,3,4,3,37,38,Satisfied,Middle Adults
367,Female,Disloyal customer,27,Business travel,Eco Plus,1192,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0,32,Neutral or dissatisfied,Young Adults
368,Female,Loyal customer,59,Business travel,Business,2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,1,Satisfied,Middle Adults
369,Female,Loyal customer,21,Personal Travel,Eco,401,3,2,5,3,5,5,5,5,3,2,3,4,3,5,71,117,Neutral or dissatisfied,Youth
370,Male,Loyal customer,48,Business travel,Eco,425,5,4,4,4,5,5,5,5,4,3,1,5,4,5,0,0,Satisfied,Middle Adults
371,Male,Loyal customer,53,Business travel,Eco,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0,Neutral or dissatisfied,Middle Adults
372,Female,Loyal customer,42,Business travel,Business,1609,2,4,1,4,2,2,3,2,2,2,2,2,2,1,12,0,Neutral or dissatisfied,Middle Adults
373,Female,Disloyal customer,48,Business travel,Eco,1310,1,1,1,4,1,1,1,1,2,5,4,2,4,1,52,27,Neutral or dissatisfied,Middle Adults
374,Male,Loyal customer,59,Personal Travel,Eco,946,4,2,3,2,1,3,1,1,4,1,3,3,3,1,0,0,Satisfied,Middle Adults
375,Female,Loyal customer,53,Business travel,Business,3804,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0,Satisfied,Middle Adults
